Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
particuliers-mescomptes.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
judyfritht21.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
oonh.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
did.li,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
interpella005e0.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
t.ly,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
kucoinaluginr.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
schlclonesrvicefr.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
rojdingserijridhsjbalsisgser04.pages.dev,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-44b7936caca94bf7b1b4bceab0ffc0b8.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
auth-sso-my-itrusstcapital-com-auths.webflow.io,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
etracking-cttpt.com,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
cerww.xyz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
evolua-cop.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
canada.postcanadalwi.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
campsite.bio,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
aftersalen.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
unlockon.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0,1
baliatipalace.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0,1
qrco.de,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1
usps.com-trackrsdxd.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
respondto.forms.app,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
sweepstakes551.godaddysites.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
jtexpressmmy.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
delacerralaw.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
pub-f738f9ba6a7b4dfaa6ffd41acd1a7885.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
onlinedetma60.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
conavi-gvu.top,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
metafb-9oog2cr.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
pub-d1dcfc4a7a7a44a9a5e7e6b97719dc4d.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
paypaypaynejptm79.replit.app,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
currentlyattyahooserver.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
wwwseve.link,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
postnord.finance,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
qr.paps.jp,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
klantendienstics.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
zaine-kw.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bgeneral-personas-web.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
pub-3ab0ea2801fb488ea117ab826ed0ed97.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
mtamsckzloganz.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
sites.google.com,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1
new-project-c3ead.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
white337838.studio.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
bafkreiccpbu46e3u7vhvh4y6d3sf2ksbau2mw4q2ipxncaqybyx35b76ly.ipfs.dweb.link,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
signinatt.boxmode.io,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
gorodvlesu.ru,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
ertyuytr.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
bafybeigmtnio5oqn4jiccbgwgara5lhzl56jgh7x7ly7jctu4rsvxijsby.ipfs.dweb.link,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
muk.kbi.mybluehost.me,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0,1
sarahbogea.com.br,0,0,0,3,1,0,0,0,1,1,1,1,1,1,1,0,1
pfgarberr.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
pub-0b316cc45e6a4c88ade025b013d98aee.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
l.wl.co,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
wzhzvie.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
merges-appsever-dapps.pages.dev,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
aramex-shop.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
metaaxkulogin.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
pub-08adb0a8206a478f82cb3da858df251f.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
pub-023ef4699ac14960af5d3ce49eeda178.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
pub-7dce8c8d4fc14c939cbea1c16dc73926.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
zoll-de97042.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
qswitywb.icu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
supportmetamsklogin.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
ch-299199919900.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
mtamiaskwalet.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
attupdate-102891.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
vid-lv-eds.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
pub-1bb878deab5841229da73f6449acac88.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
newbtinternet.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
shorturl.at,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
btcommsaccesspage.w3spaces.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
us17.list-manage.com,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
snapto.link,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
my-business-104158-109045.square.site,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
disq.us,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
postledses.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
innovative-solutions-mna5bo7.gamma.site,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
attalertsmailbox-101285.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
usps.com-trackoxyy.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
miricanvas.com,0,0,0,3,0,0,0,0,1,1,1,1,0,1,1,0,1
qwkhuelo.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
skyemailsupportfgsdg.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
flxerros2.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
vocal1.godaddysites.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
portale-ing.195-66-213-78.cprapid.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
usps.com-trackingf.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
sites.google.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1
estafeta2.cyou,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
keepo.io,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1
metafb-yk0eqcr.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
ow.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
grc-courier.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
backsidev.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
de-29300.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
uspsaenu.top,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
abogoproductions.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
atttlogin5434.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
abdrcsgnerale.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
m-telessrm.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
fngen.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-eca56969c6974a90b892f793f43d3173.r2.dev,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
itrustcaepeitallogin.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-502066f6c6f540fdbe73bd6f5c35c392.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
lnkd.in,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
tinyurl.com,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
43.156.7.24,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
uifghyji.taplink.ws,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
f-casefile-service.github.io,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1
script.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
post-postescanadesa.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
t.ly,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
protonhb.eb-sites.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
sonecrepso.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
myreagverifictncentreeel013392.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
uspsvbo.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
sasanaagroproducts.com,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
canadapost-postescanadaca.info,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
attt-105613.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
lnkd.in,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
cloudflare-cdn.moli-cdn.workers.dev,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
lt-postxsa.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
bt-internet-105151.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
sites.google.com,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,1,1
case100543765456.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-d632e1a48ad344649f13deeb4ecf9a3a.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
quidestv-47d5a.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
eobelgi.formstack.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
petronilho.com.br,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
evernote.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
itrusetceepitallogin.webflow.io,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
lookatmynewphotos.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
meta-getsupport-case73783.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
ccjdeshesersr2.pages.dev,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
sslpostch.blob.core.windows.net,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1
hdyyueueu.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
usps.com-taroemzu.one,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
usps.com-trackrjeak.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
pub-aeb3695f12e9466c8a408f69d9b439de.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
pub-bef3992943244363b4685f628765faa7.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
f8jh6o.duckdns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
min-mura.jp,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
onlineyourtrackkk.freewebhostmost.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0,1
quimicosfuncionales.com.mx,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
sites.google.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,1,1
mustunivrsity.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
support-auth-network-login.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
ditgong.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
bradesco.clienteprime.com.ua,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0,1
metamaaskkwallett.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
conlit.date,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
canada.postcanadafkt.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
telstra-100710.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
case10044196126928419610.web.app,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
info-trackingbvw.cyou,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
allegrolokallnie.4903423.xyz,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
ing-es-soportes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
drive.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
attmailuserr.square.site,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
metaskchrrmbrowse.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
rediractionid547012016089540218057.blogspot.com,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1
att-support-100006.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
orangefr.godaddysites.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
usps.com-trackkgs.top,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
stowawaypay.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
treddlinecoat.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1
pub-339ed1e572c44e38b332b62b38f3360c.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
hushmail.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
pub-39fbe61cdf214eeeba676f9ba645fae3.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
dldgai.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
metammaskloogin.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
genimioin.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
q-r.to,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
telstra-101465.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,0,1,1,0,1
info-trackingix.cyou,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
posta-toscana.us,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
npqbsivceg.duckdns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
asi-accurate-partitions.nw.r.appspot.com,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
pub-60a3f2eae6af4a20bcdefeecf956a292.r2.dev,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1
flippr.in,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,1
allegrolokalnie.p2v019va91.buzz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
radhikamd.github.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
kopdqae-3325da.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
ipfs.best-practice.se,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
my-site-105079-105506.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
antirobotib35d.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
nab-rentals.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
knkjfgh.cyou,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
akoubehoybase.freewebhostmost.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,0,1
cmdvitorborges.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
148.135.91.243,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
tyghb-rthg.weeblysite.com,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
metafb-slwx5f9.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1
l.ead.me,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
cveplc-kcjcw.formstack.com,0,0,0,2,0,0,0,1,1,1,1,1,0,1,1,0,1
coservientrego.lol,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
metamaskerxtensiaon.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
new.express.adobe.com,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1
telegrzams.work,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
o2-account-unlock.web.app,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
canada.postescanadavtd.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
zankbvcf.web.app,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
ve-bnl.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
exodusage.gitbook.io,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
ajbpipywtrqn.top,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,0,1
indiapostim.vip,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
mail.renhart.att.162-240-229-140.cprapid.com,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
qrco.de,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1
t.co,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
reshumain-e6dff.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
inv.ultimatecomp.com.sg,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
gnmhnfgnffd.boxmode.io,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
